,Room,Day,Class No,Start Time,End Time,Weeks,lesson_type,size,module_code
223,E-Learn_C,Monday,01,1400,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
224,E-Learn_C,Monday,02,1600,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
225,E-Learn_C,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,250,IT1244
226,E-Learn_C,Monday,1,0900,1700,"start, end",Lecture,150,SA4104
227,E-Learn_C,Monday,F1,0900,1700,"8, 10, 11",Lecture,200,EBA5006
228,E-Learn_C,Wednesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,GEH1070/​GEC1044/​EC3102/​GET1026/​GEX1012/​HSA1000
229,E-Learn_C,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,138,NM2103/​CS1101S/​CS2040
230,E-Learn_C,Wednesday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,16,GES1007/​GESS1005
231,E-Learn_C,Wednesday,L3,0830,1830,2,Sectional Teaching,30,BME5042/​BME5051
232,E-Learn_C,Wednesday,L2,0830,1830,13,Sectional Teaching,65,BME5046/​BME5054
233,E-Learn_C,Wednesday,L2,0830,1830,"start, end",Sectional Teaching,65,BME5501
234,E-Learn_C,Wednesday,07,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
235,E-Learn_C,Wednesday,04,1000,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
236,E-Learn_C,Wednesday,1,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,20,IT3010
237,E-Learn_C,Wednesday,1,0900,1700,"start, end",Lecture,150,SA4104
238,E-Learn_C,Wednesday,F1,0900,1700,"8, 10, 11",Lecture,200,EBA5006
239,E-Learn_C,Tuesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,180,NM2101/​EL1101E/​GES1008/​GESS1006/​CS3230
240,E-Learn_C,Tuesday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,320,EC2102/​CS2100
241,E-Learn_C,Tuesday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,35,GL4101/​GL4101HM
242,E-Learn_C,Tuesday,1,0800,1000,"2, 4",Lecture,125,PLS8002A
243,E-Learn_C,Tuesday,1,0800,1000,"7, 9",Lecture,125,PLS8002B
244,E-Learn_C,Tuesday,L3,0830,1830,2,Sectional Teaching,30,BME5042/​BME5051/​BME5040/​BME5054
245,E-Learn_C,Tuesday,L2,0830,1830,13,Sectional Teaching,60,BME5042/​BME5051/​BME5040/​BME5054
246,E-Learn_C,Tuesday,L2,0830,1830,"start, end",Sectional Teaching,65,BME5501
247,E-Learn_C,Tuesday,L2,0830,1830,3,Sectional Teaching,65,BME5105
248,E-Learn_C,Tuesday,03,1600,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
249,E-Learn_C,Tuesday,15,1000,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
250,E-Learn_C,Tuesday,08,1400,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
251,E-Learn_C,Tuesday,1,0900,1700,"start, end",Lecture,150,SA4104
252,E-Learn_C,Tuesday,F1,0900,1700,"8, 10, 11",Lecture,200,EBA5006
253,E-Learn_C,Thursday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,NM2209/​GEH1009/​GEX1000/​CS1231S
254,E-Learn_C,Thursday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,250,HS2903/​EC3333
255,E-Learn_C,Thursday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,EC3303/​GES1003/​GESS1001
256,E-Learn_C,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,125,PS1101E
257,E-Learn_C,Thursday,L3,0830,1830,2,Sectional Teaching,30,BME5042/​BME5051
258,E-Learn_C,Thursday,L2,0830,1830,13,Sectional Teaching,65,BME5046/​BME5054
259,E-Learn_C,Thursday,A1,1800,1930,1,Sectional Teaching,400,BPM1705
260,E-Learn_C,Thursday,1,0900,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,700,CS2040
261,E-Learn_C,Thursday,09,1600,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
262,E-Learn_C,Thursday,05,1000,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
263,E-Learn_C,Thursday,11,1400,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
264,E-Learn_C,Thursday,14,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
265,E-Learn_C,Thursday,4,1900,2100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,12,IT2900
266,E-Learn_C,Thursday,7,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,20,IT3010
267,E-Learn_C,Thursday,6,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,20,IT3010
268,E-Learn_C,Thursday,1,1830,2000,"8, 9, 10, 11, 12, 13",Lecture,40,HLE5101
269,E-Learn_C,Thursday,1,1830,2000,"1, 1, 2, 2, 3, 3, 4, 4, 5, 5, 6, 6, 7, 7",Lecture,40,HLE5102
270,E-Learn_C,Thursday,1,0900,1700,"start, end",Lecture,150,SA4104/​SA4106
271,E-Learn_C,Thursday,F1,0900,1700,8,Lecture,200,EBA5006
272,E-Learn_C,Thursday,C1,1830,2200,4,Lecture,150,SA4105C
273,E-Learn_C,Friday,1,1000,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,62,GET1008/​GEX1005
274,E-Learn_C,Friday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,EC2104
275,E-Learn_C,Friday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,18,GEH1077/​GEC1030
276,E-Learn_C,Friday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,GL1101E
277,E-Learn_C,Friday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,SC1101E/​CS1101S
278,E-Learn_C,Friday,L3,0830,1830,13,Sectional Teaching,60,BME5054
279,E-Learn_C,Friday,2,1500,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,500,CS1231S
280,E-Learn_C,Friday,12,1000,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
281,E-Learn_C,Friday,10,1400,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
282,E-Learn_C,Friday,06,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
283,E-Learn_C,Friday,13,1600,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,GEI1000
284,E-Learn_C,Friday,10,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Laboratory,20,IT3010
285,E-Learn_C,Friday,1,0900,1700,"start, end",Lecture,150,SA4104
286,E-Learn_C,Friday,F1,0900,1700,8,Lecture,200,EBA5006
287,E-Learn_C,Saturday,L2,0830,1830,"8, 12",Sectional Teaching,60,BME5042
288,E-Learn_C,Saturday,L2,0830,1230,9,Sectional Teaching,65,BME5046
289,E-Learn_C,Saturday,L3,0830,1830,12,Sectional Teaching,50,BME5051
290,E-Learn_C,Saturday,L3,1000,1230,9,Sectional Teaching,50,BME5051
291,E-Learn_C,Saturday,L1,0830,1830,1,Sectional Teaching,60,BME5040/​BME5202
292,E-Learn_C,Saturday,L3,0830,1230,8,Sectional Teaching,60,BME5054
293,E-Learn_C,Saturday,L2,0830,1230,"start, end",Sectional Teaching,65,BME5201
294,E-Learn_C,Saturday,L2,0830,1230,10,Sectional Teaching,65,BME5501
295,E-Learn_C,Saturday,L2,0830,1230,"4, 6",Sectional Teaching,65,BME5302
296,E-Learn_C,Saturday,L2,0830,1830,2,Sectional Teaching,65,BME5105
297,E-Learn_C,Saturday,P1,0900,1700,8,Lecture,200,EBA5006G
298,E-Learn_C,Saturday,P1,0900,1700,10,Lecture,200,ISY5004G
299,E-Learn_C,Saturday,P1,0900,1700,9,Lecture,200,ISY5003G
300,E-Learn_C,Saturday,P1,0900,1700,5,Lecture,80,SWE5006G
301,AS3-0316,Friday,E29,1000,1200,"4, 6, 8, 10, 12",Tutorial,20,HSS1000
302,AS3-0316,Friday,A10,1500,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES1103
303,AS3-0316,Wednesday,B2,1200,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial Type 2,17,LAJ2201
304,AS3-0316,Wednesday,B1,1000,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial Type 2,17,LAJ2201
305,AS3-0316,Thursday,4,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,LAR1201
306,AS3-0316,Thursday,A07,1200,1500,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES1103
307,AS3-0316,Thursday,A08,1500,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES1103
308,AS3-0316,Thursday,A06,0900,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES1103
309,AS3-0316,Tuesday,2,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,LAR1201
310,AS3-0316,Tuesday,A04,0900,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES1103
311,AS3-0316,Monday,A03,1500,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES1103
312,AS3-0316,Monday,A01,0900,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES1103
313,AS3-0316,Monday,A02,1200,1500,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,18,ES1103
314,AS7-0119,Tuesday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,25,CH5210
315,AS7-0119,Tuesday,4,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,43,CHC5101
316,AS7-0119,Tuesday,3,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,43,CHC5101
317,AS7-0119,Tuesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,5,NM4245/​NM4245HM
318,AS7-0119,Monday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,43,CHC5101
319,AS7-0119,Monday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,CHC5332
320,AS7-0119,Monday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,34,EC4371/​EC4371HM
321,AS7-0119,Wednesday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,80,NMC5364
322,AS7-0119,Wednesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,33,EC4302/​EC4302HM
323,AS7-0119,Wednesday,E1,1000,1200,"4, 6, 8, 10, 12",Tutorial,0,GES1008/​GESS1006
324,AS7-0119,Wednesday,D1,1000,1200,"3, 5, 7, 9, 11",Tutorial,0,GES1008/​GESS1006
325,AS7-0119,Thursday,2,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,ACE5410
326,AS7-0119,Thursday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,5,NM4259/​NM4259HM
327,AS7-0119,Thursday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,EN4222/​EN4222HM
328,AS7-0119,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,HY2259
329,AS7-0119,Friday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,PE4102E/​PE4102EHM
330,AS7-0119,Friday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,EN4266/​EN4266HM
331,AS5-0205,Thursday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,25,CH5211
332,AS5-0205,Thursday,2,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,80,NMC5301
333,AS5-0205,Thursday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,5,NM4249/​NM4249HM
334,AS5-0205,Thursday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,PL4880K/​PL4880KHM
335,AS5-0205,Friday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,50,ACE5406
336,AS5-0205,Friday,D7,1000,1200,"3, 5, 7, 9, 11, 13",Tutorial,2,GEH1077/​GEC1030
337,AS5-0205,Friday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,8,SW4213/​SW4213HM
338,AS5-0205,Friday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,8,SW4224/​SW4224HM
339,AS5-0205,Wednesday,D2,1000,1200,"3, 5, 7, 9, 11",Tutorial,25,NM2219
340,AS5-0205,Wednesday,D1,0800,1000,"3, 5, 7, 9, 11",Tutorial,25,NM2219
341,AS5-0205,Wednesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,SE3211
342,AS5-0205,Tuesday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,60,ECA5375
343,AS5-0205,Tuesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,EN3248
344,AS5-0205,Tuesday,2,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,25,EN2202
345,AS5-0205,Tuesday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,15,PH6770
346,AS5-0205,Monday,W3,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,16,EN3227
347,AS5-0205,Monday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,PL4236/​PL4236HM
348,AS5-0205,Monday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,PL4245/​PL4245HM
349,AS5-0205,Monday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,PL4247/​PL4247HM
350,AS5-0205,Monday,A5,1600,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,18,LAJ2203
351,AS7-0106,Tuesday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,CH6241
352,AS7-0106,Tuesday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,20,CCS5205
353,AS7-0106,Tuesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,SN3223
354,AS7-0106,Wednesday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,CHC5301
355,AS7-0106,Wednesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,CHC5337
356,AS7-0106,Wednesday,E2,1000,1200,"4, 6, 8, 10, 12",Tutorial,25,SE2217
357,AS7-0106,Wednesday,1,1830,2130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,SEA5201
358,AS7-0106,Wednesday,12,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAG1201
359,AS7-0106,Friday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,CHC5312
360,AS7-0106,Friday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,CHC5319
361,AS7-0106,Friday,D2,1200,1400,"3, 5, 7, 9, 11, 13",Tutorial,25,HY2235
362,AS7-0106,Friday,E1,1200,1400,"4, 6, 8, 10, 12",Tutorial,2,GEH1013/​GEC1003
363,AS7-0106,Friday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,HY5410
364,AS7-0106,Thursday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,CH5243/​CH5243R
365,AS7-0106,Thursday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,CHC5348
366,AS7-0106,Thursday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,CH2295
367,AS7-0106,Thursday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,35,TS3246
368,AS7-0106,Monday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,15,HY4205/​HY4205HM
369,AS7-0106,Monday,D1,1600,1800,"3, 5, 7, 9, 11, 13",Tutorial,20,PH2204
370,AS7-0106,Monday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,PH3252
371,AS1-0302,Wednesday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,CH6248
372,AS1-0302,Wednesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,CH2390
373,AS1-0302,Wednesday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,HY5305
374,AS1-0302,Wednesday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,HY5407
375,AS1-0302,Thursday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,CH2161
376,AS1-0302,Thursday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,20,CH4227/​CH4227HM
377,AS1-0302,Thursday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,25,HY5405
378,AS1-0302,Thursday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,25,HY5418
379,AS1-0302,Monday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,INT3204
380,AS1-0302,Monday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,29,HY5210/​HY5210R
381,AS1-0302,Monday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,20,JSC5880
382,AS1-0302,Monday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,10,JS4225/​JS4225HM
383,AS1-0302,Friday,D1,1000,1200,"3, 5, 7, 9, 11, 13",Tutorial,20,HY3227
384,AS1-0302,Friday,D1,1200,1400,"3, 5, 7, 9, 11, 13",Tutorial,1,GEH1013/​GEC1003
385,AS1-0302,Friday,E3,1200,1400,"4, 6, 8, 10, 12",Tutorial,1,GES1012/​GESS1010
386,AS1-0302,Friday,E1,1000,1200,"4, 6, 8, 10, 12",Tutorial,25,PE3101P
387,AS1-0302,Friday,E1,1600,1800,"4, 6, 8, 10, 12",Tutorial,25,PS2237
388,AS1-0302,Friday,D2,1800,2000,"3, 5, 7, 9, 11, 13",Tutorial,25,PL3106
389,AS1-0302,Friday,D3,1400,1600,"3, 5, 7, 9, 11",Tutorial,25,SE1101E
390,AS1-0302,Tuesday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,HY6101
391,AS1-0302,Tuesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,AH2201
392,AS1-0302,Tuesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,HY5416
393,AS1-0302,Tuesday,D2,1600,1800,"3, 5, 7, 9, 11, 13",Tutorial,20,JS2216
394,AS1-0303,Monday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,CH6201
395,AS1-0303,Monday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,CH3273
396,AS1-0303,Monday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,20,JSC5102
397,AS1-0303,Tuesday,E2,1600,1800,"4, 6, 8, 10, 12",Tutorial,25,CH2293
398,AS1-0303,Tuesday,W02,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,4,GES1002/​GESS1000
399,AS1-0303,Tuesday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,CCS5103
400,AS1-0303,Tuesday,D3,1600,1800,"3, 5, 7, 9, 11, 13",Tutorial,1,GEH1013/​GEC1003
401,AS1-0303,Tuesday,1,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,10,PS5314/​PS5314R
402,AS1-0303,Tuesday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,20,SE4101/​SE4101HM
403,AS1-0303,Thursday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,CL3211
404,AS1-0303,Thursday,D1,1200,1400,"3, 5, 7, 9, 11, 13",Tutorial,20,JS2234
405,AS1-0303,Thursday,E3,1200,1400,"4, 6, 8, 10, 12",Tutorial,10,GET1028/​GEX1014
406,AS1-0303,Thursday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,20,SE4218/​SE4218HM
407,AS1-0303,Friday,W33,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC1101E
408,AS1-0303,Friday,D3,1000,1200,"3, 5, 7, 9, 11, 13",Tutorial,25,HY2235
409,AS1-0303,Friday,E2,1000,1200,"4, 6, 8, 10, 12",Tutorial,1,GES1012/​GESS1010
410,AS1-0303,Friday,E4,1600,1800,"4, 6, 8, 10, 12",Tutorial,25,AH2101
411,AS1-0303,Friday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,30,PH3244
412,AS1-0303,Friday,D1,1600,1800,"3, 5, 7, 9, 11, 13",Tutorial,10,GES1041/​GESS1029
413,AS1-0303,Friday,D1,1800,2000,"3, 5, 7, 9, 11, 13",Tutorial,25,PL3104
414,AS1-0303,Wednesday,W08,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2303
415,AS1-0303,Wednesday,W05,0900,1000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2303
416,AS1-0303,Wednesday,W06,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,EC2303
417,AS1-0303,Wednesday,D2,1800,2000,"3, 5, 7, 9, 11, 13",Tutorial,25,PL3105
418,AS1-0303,Wednesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,LAF3201
419,AS7-0102,Monday,2,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,43,CHC5101
420,AS7-0102,Monday,1,0900,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,25,EN2202
421,AS7-0102,Monday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,50,EN2207
422,AS7-0102,Monday,1,1200,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,8,SW4103/​SW4103HM
423,AS7-0102,Friday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,CH2293
424,AS7-0102,Friday,2,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,25,EC4331/​EC4331HM
