O*NET-SOC Code,Title,Tech_Skill
11-3031.01,Treasurers and Controllers,Desktop calculator
11-3031.01,Treasurers and Controllers,Desktop computers
11-3031.01,Treasurers and Controllers,Notebook computers
11-3031.01,Treasurers and Controllers,Personal computers
11-3031.01,Treasurers and Controllers,Personal digital assistant PDAs or organizers
11-3031.01,Treasurers and Controllers,Tablet computers
11-3031.01,Treasurers and Controllers,Accounting software
11-3031.01,Treasurers and Controllers,Enterprise resource planning ERP software
11-3031.01,Treasurers and Controllers,Human resources software
11-3031.01,Treasurers and Controllers,Customer relationship management CRM software
11-3031.01,Treasurers and Controllers,Spreadsheet software
11-3031.01,Treasurers and Controllers,Data base user interface and query software
11-3031.01,Treasurers and Controllers,Web platform development software
11-3031.01,Treasurers and Controllers,Business intelligence and data analysis software
11-3031.01,Treasurers and Controllers,Financial analysis software
11-3031.01,Treasurers and Controllers,Network conferencing software
11-3031.01,Treasurers and Controllers,Office suite software
11-3031.01,Treasurers and Controllers,Electronic mail software
11-3031.01,Treasurers and Controllers,Presentation software
11-3031.01,Treasurers and Controllers,Project management software
11-3031.01,Treasurers and Controllers,Word processing software
11-3031.01,Treasurers and Controllers,Data base reporting software
11-3031.03,Investment Fund Managers,Desktop computers
11-3031.03,Investment Fund Managers,Notebook computers
11-3031.03,Investment Fund Managers,Special purpose telephones
11-3031.03,Investment Fund Managers,Personal computers
11-3031.03,Investment Fund Managers,Teleconference equipment
11-3031.03,Investment Fund Managers,Videoconferencing systems
11-3031.03,Investment Fund Managers,Computer aided design CAD software
11-3031.03,Investment Fund Managers,Accounting software
11-3031.03,Investment Fund Managers,Data base user interface and query software
11-3031.03,Investment Fund Managers,Spreadsheet software
11-3031.03,Investment Fund Managers,Map creation software
11-3031.03,Investment Fund Managers,Office suite software
11-3031.03,Investment Fund Managers,Electronic mail software
11-3031.03,Investment Fund Managers,Business intelligence and data analysis software
11-3031.03,Investment Fund Managers,Presentation software
11-3031.03,Investment Fund Managers,Project management software
11-3031.03,Investment Fund Managers,Process mapping and design software
11-3031.03,Investment Fund Managers,Word processing software
11-3031.03,Investment Fund Managers,Enterprise resource planning ERP software
11-3031.03,Investment Fund Managers,Financial analysis software
11-3031.03,Investment Fund Managers,Document management software
11-3031.03,Investment Fund Managers,Analytical or scientific software
11-3031.03,Investment Fund Managers,Internet browser software
11-3051.00,Industrial Production Managers,Air samplers or collectors
11-3051.00,Industrial Production Managers,All terrain vehicles tracked or wheeled
11-3051.00,Industrial Production Managers,Combustible or hazardous gas detectors for power generators
11-3051.00,Industrial Production Managers,Desktop computers
11-3051.00,Industrial Production Managers,Diesel generators
11-3051.00,Industrial Production Managers,Flare or vent stacks
11-3051.00,Industrial Production Managers,Forklifts
11-3051.00,Industrial Production Managers,Gas detectors
11-3051.00,Industrial Production Managers,Gas generators
11-3051.00,Industrial Production Managers,Anemometers
11-3051.00,Industrial Production Managers,Multi gas monitors
11-3051.00,Industrial Production Managers,Notebook computers
11-3051.00,Industrial Production Managers,Oxygen gas analyzers
11-3051.00,Industrial Production Managers,Personal computers
11-3051.00,Industrial Production Managers,Personal digital assistant PDAs or organizers
11-3051.00,Industrial Production Managers,Pressure sensors
11-3051.00,Industrial Production Managers,Safety valves
11-3051.00,Industrial Production Managers,Scanners
11-3051.00,Industrial Production Managers,Squares
11-3051.00,Industrial Production Managers,Tablet computers
11-3051.00,Industrial Production Managers,Tape measures
11-3051.00,Industrial Production Managers,Taper gauge
11-3051.00,Industrial Production Managers,Light trucks or sport utility vehicles
11-3051.00,Industrial Production Managers,Calipers
11-3051.00,Industrial Production Managers,Facilities management software
11-3051.00,Industrial Production Managers,Document management software
11-3051.00,Industrial Production Managers,Video creation and editing software
11-3051.00,Industrial Production Managers,Desktop publishing software
11-3051.00,Industrial Production Managers,Graphics or photo imaging software
11-3051.00,Industrial Production Managers,Computer aided design CAD software
11-3051.00,Industrial Production Managers,Industrial control software
11-3051.00,Industrial Production Managers,Human resources software
11-3051.00,Industrial Production Managers,Calendar and scheduling software
11-3051.00,Industrial Production Managers,Inventory management software
11-3051.00,Industrial Production Managers,Data base user interface and query software
11-3051.00,Industrial Production Managers,Desktop communications software
11-3051.00,Industrial Production Managers,Electronic mail software
11-3051.00,Industrial Production Managers,Financial analysis software
11-3051.00,Industrial Production Managers,Development environment software
11-3051.00,Industrial Production Managers,Accounting software
11-3051.00,Industrial Production Managers,Analytical or scientific software
11-3051.00,Industrial Production Managers,Spreadsheet software
11-3051.00,Industrial Production Managers,Office suite software
11-3051.00,Industrial Production Managers,Presentation software
11-3051.00,Industrial Production Managers,Project management software
11-3051.00,Industrial Production Managers,Word processing software
11-3051.00,Industrial Production Managers,Enterprise resource planning ERP software
11-3051.00,Industrial Production Managers,Business intelligence and data analysis software
11-3051.00,Industrial Production Managers,Internet browser software
11-3051.01,Quality Control Systems Managers,Laboratory diluters
11-3051.01,Quality Control Systems Managers,Microplate readers
11-3051.01,Quality Control Systems Managers,Immunology analyzers
11-3051.01,Quality Control Systems Managers,Inkjet printers
11-3051.01,Quality Control Systems Managers,Instrumentation for capillary electrophoresis
11-3051.01,Quality Control Systems Managers,Infrared spectrometers
11-3051.01,Quality Control Systems Managers,Gas chromatographs
11-3051.01,Quality Control Systems Managers,Portable data input terminals
11-3051.01,Quality Control Systems Managers,Spectrometers
11-3051.01,Quality Control Systems Managers,Analytical balances
11-3051.01,Quality Control Systems Managers,Benchtop centrifuges
11-3051.01,Quality Control Systems Managers,Extracting equipment for laboratories
